"UnitInitials","PageTitleDisplay","Score"
LCE,Chlorine dioxide,0.6425
LCE,Globalization,0.364064
LCE,Disinfectant,4.39623
LCE,Antiviral drug,0.53982
LCE,Chlorine,0.935623
LCE,Experiment,0.941671
LCE,Developing country,1.55198
LCE,Experimental evolution,1.61818
GR-LUD,Algae fuel,0.499956
GR-LUD,Hydrothermal carbonization,0.75486
GR-LUD,Algal bloom,0.452554
LAPI,Air pollution,0.633721
LAPI,Particulates,1.77311
LAPI,Aerosol,2.86371
IIE-GE,Organic matter,1.72712
IIE-GE,Soil organic matter,0.884335
IIE-GE,Aquatic plant,0.350927
IIE-GE,Anaerobic digestion,1.2765
IIE-GE,Metal,1.11065
IIE-GE,Aquatic ecosystem,2.31821
IIE-GE,Particle,1.04659
IIE-GE,Water pollution,0.454485
IIE-GE,Gut microbiota,0.43428
IIE-GE,Aquatic animal,0.983357
IIE-GE,Surface runoff,0.56246
IIE-GE,Fish,1.64772
IIE-GE,Sediment,1.43498
IIE-GE,Sediment transport,0.546087
IIE-GE,Rainbow trout,0.575314
IIE-GE,Chemical substance,1.01789
CEAT,Satellite navigation device,0.377433
CEAT,Cantons of Switzerland,0.897463
CEAT,Ecosystem service,4.09297
CEAT,Cliodynamics,0.314484
CEAT,Waste,0.711955
CEAT,ES,1.01399
CEAT,Scientific method,0.908134
CEAT,Case study,0.548247
CEAT,Land,0.741286
CEAT,Urban planning,1.23921
CEAT,Urbanization,2.04346
CEAT,Port-au-Prince,1.13922
CEAT,Urban area,2.37852
CEAT,System,1.56242
CEAT,Spatial planning,1.25302
CEAT,Ecosystem,2.08253
LBE,Anaerobic digestion,0.502273
LBE,Industrial wastewater treatment,0.459015
LBE,Laboratory,0.365299
LBE,Microorganism,2.28406
LBE,Wastewater,0.78571
LBE,Phosphorus,1.50249
LBE,Microbial consortium,0.351473
LBE,Enhanced biological phosphorus removal,1.00022
LBE,Bacterial growth,1.19608
LBE,Biofilm,0.941018
LBE,Wastewater treatment,0.928956
LBE,Quantity,0.484728
LBE,System,0.997972
LBE,Bacteria,2.21147
LBE,Phosphorus cycle,1.4102
WIRE,Wind turbine,0.739357
DISAL,Indoor positioning system,0.608916
DISAL,Robotics,1.59922
DISAL,Sense,0.471095
DISAL,Robot,2.16871
DISAL,Scientific method,0.350833
DISAL,Communication,2.86539
DISAL,Multi-agent system,1.59966
CRYOS,Precipitation types,0.489377
CRYOS,Snowpack,1.11062
CRYOS,Surface tension,0.35617
CRYOS,Wind,0.71212
CRYOS,Extreme environment,0.836854
CRYOS,Transport,1.26526
CRYOS,Measurement,2.20342
CRYOS,Forecasting,0.624705
CRYOS,Snow,3.01694
CRYOS,Precipitation,9.82861
CRYOS,Hydraulic jump,0.829046
CRYOS,Scale model,0.941793
CRYOS,Computer simulation,1.15269
CRYOS,Glacier mass balance,0.473342
CRYOS,Simulation,3.51217
CRYOS,Polar regions of Earth,0.93218
CRYOS,Atmospheric pressure,0.598465
CRYOS,Surface,0.520153
CRYOS,Terrain,2.67894
CRYOS,Avalanche,0.890516
CRYOS,Topography,0.92782
CRYOS,Alps,0.501554
RIVER,Microbial ecology,0.74139
RIVER,Community (ecology),1.12634
RIVER,Fluid dynamics,0.662927
RIVER,Glacier,1.08283
RIVER,Organic matter,5.75072
RIVER,Climate change denial,1.24333
RIVER,Carbon dioxide scrubber,0.458616
RIVER,Soil respiration,1.99928
RIVER,Soil organic matter,3.1712
RIVER,Hydrology,5.93566
RIVER,Metagenomics,0.764289
RIVER,Food web,3.44781
RIVER,Invertebrate,0.502614
RIVER,Heat exchanger,0.421175
RIVER,River delta,0.402374
RIVER,Human impact on the environment,0.384973
RIVER,Ecosystem ecology,0.663583
RIVER,Global change,0.540688
RIVER,Ecosystem service,2.96031
RIVER,Stream,16.8802
RIVER,River,3.72442
RIVER,Measurement,0.699574
RIVER,Total organic carbon,1.53385
RIVER,Microbiota,0.410461
RIVER,Aquatic ecosystem,6.36859
RIVER,Taxon,0.408581
RIVER,Water cycle,0.402134
RIVER,Metabolism,3.85473
RIVER,Microorganism,4.33822
RIVER,Landscape,0.743864
RIVER,River Continuum Concept,0.693806
RIVER,Primary production,6.47962
RIVER,Carbon dioxide removal,0.709896
RIVER,Effects of climate change,0.562277
RIVER,Lake retention time,0.44889
RIVER,Relative species abundance,1.03887
RIVER,Glacier National Park (U.S.),0.515868
RIVER,Ecosystem respiration,1.72202
RIVER,Water resource management,0.819385
RIVER,Plankton,0.665964
RIVER,Radiation,0.808259
RIVER,Plant litter,0.616259
RIVER,Groundwater,1.90829
RIVER,Mountain stream,0.987065
RIVER,Microbial consortium,0.520986
RIVER,Snow,0.956811
RIVER,Precipitation,1.13643
RIVER,Fluvial processes,0.877796
RIVER,Turbidity,0.853032
RIVER,Marine habitats,0.358726
RIVER,Diurnality,1.74943
RIVER,Marine microorganisms,0.498531
RIVER,Ecological succession,0.804151
RIVER,Montane ecosystems,0.868438
RIVER,Alpha diversity,1.26686
RIVER,Environment,0.51629
RIVER,Gas exchange,1.52933
RIVER,Biogeochemical cycle,4.81401
RIVER,Stable isotope ratio,0.53171
RIVER,Photic zone,0.660452
RIVER,River ecosystem,5.53133
RIVER,Diversity,0.489577
RIVER,Dissolved organic carbon,1.54753
RIVER,Biofilm,13.0548
RIVER,Surface runoff,0.398939
RIVER,Sedimentary rock,0.856802
RIVER,Snowmelt,1.61484
RIVER,Lake ecosystem,0.816553
RIVER,Biodiversity,2.39358
RIVER,Carbon cycle,7.80571
RIVER,Retreat of glaciers since 1850,1.39882
RIVER,Particulate organic matter,0.765645
RIVER,Residence time,0.649063
RIVER,Climate change,5.56215
RIVER,General Dynamics,0.765119
RIVER,Species diversity,0.521759
RIVER,Carbon,1.19705
RIVER,National Environmental Policy Act,0.412156
RIVER,Microbial metabolism,0.811032
RIVER,Eutrophication,0.551886
RIVER,Carbon dioxide,3.35939
RIVER,Nitrogen cycle,0.57139
RIVER,Experiment,1.85656
RIVER,Climate,0.705782
RIVER,Sediment,1.64544
RIVER,Hydraulics,0.755153
RIVER,Biomass (energy),0.503486
RIVER,Sediment transport,0.867486
RIVER,Biogeochemistry,1.58102
RIVER,Bacteria,2.64989
RIVER,Benthic zone,1.53056
RIVER,Discharge (hydrology),0.369362
RIVER,Structure,1.77165
RIVER,Adaptation,1.18484
RIVER,Ecology,1.79693
RIVER,Ecosystem,13.9969
RIVER,Heterotroph,0.941266
RIVER,Alps,0.882754
CRYOS,Renewable energy commercialization,1.3197
CRYOS,Solar power,0.994264
CRYOS,Hydropower,0.729094
CRYOS,Solar irradiance,2.03275
CRYOS,Electrical grid,0.66595
CRYOS,Nuclear power plant,0.998658
CRYOS,Nuclear power,1.78078
CRYOS,Energy in Switzerland,0.756316
CRYOS,Renewable energy,8.53102
CRYOS,Switzerland,2.33717
CRYOS,Solar System,0.6437
CRYOS,Wind power,1.64979
CRYOS,Solar energy,1.02305
CRYOS,Snow,1.72146
CRYOS,Spatial analysis,1.1725
CRYOS,Winter,1.01399
CRYOS,Solar panel,2.425
CRYOS,Hydroelectricity,0.743819
CRYOS,Terrain,1.49683
CRYOS,Photovoltaics,1.66387
CRYOS,Electricity generation,2.85531
CRYOS,Electricity,1.55929
IIE-GE,DNA sequencing,1.82796
IIE-GE,Bioindicator,0.656861
IIE-GE,Species,1.8182
IIE-GE,DNA barcoding,2.05633
IIE-GE,Water pollution,0.390218
IIE-GE,Photic zone,0.377659
IIE-GE,Biodiversity,0.746352
IIE-GE,Sediment,2.36067
ECHO,Hydrology,4.49533
ECHO,Heavy water,1.47186
ECHO,Ice age,0.456783
ECHO,Heat transfer,0.318358
ECHO,Transport,1.39651
ECHO,Stream,1.01906
ECHO,Transpiration,1.31736
ECHO,Isotope,1.257
ECHO,Water cycle,0.897082
ECHO,Natural selection,0.710595
ECHO,Groundwater,1.35991
ECHO,Transport phenomena,1.37612
ECHO,Solution (chemistry),0.700054
ECHO,Time,0.942783
ECHO,Water quality,1.72186
ECHO,Water,7.73036
ECHO,Soil,1.36717
ECHO,Biogeochemical cycle,1.2059
ECHO,Stable isotope ratio,1.4137
ECHO,Surface runoff,0.552137
ECHO,Xylem,1.21229
ECHO,Streamflow,0.531065
ECHO,Hydrological transport model,1.5968
ECHO,Evapotranspiration,0.993843
WIRE,Simulation,1.27052
WIRE,Wind turbine,1.70689
LAPI,Infrared spectroscopy,0.414921
LAPI,Particulates,1.36137
LAPI,Aerosol,1.32359
RIVER,Community (ecology),0.608755
RIVER,Great Lakes,0.900172
RIVER,Glacier,1.55584
RIVER,Organic matter,1.9311
RIVER,Climate change denial,0.869728
RIVER,Soil organic matter,1.58885
RIVER,Metagenomics,0.764289
RIVER,Cellular differentiation,0.576967
RIVER,Life,1.61968
RIVER,Ecosystem service,0.584134
RIVER,Stream,5.22454
RIVER,Lake,1.8008
RIVER,Virus,1.24992
RIVER,Total organic carbon,0.458036
RIVER,Microbiota,0.309963
RIVER,Aquatic ecosystem,3.23647
RIVER,Taxon,0.544775
RIVER,Microorganism,1.85498
RIVER,Primary production,0.972527
RIVER,Relative species abundance,0.799025
RIVER,Glacier National Park (U.S.),0.515868
RIVER,Turbidity,2.01613
RIVER,Montane ecosystems,0.371798
RIVER,Alpha diversity,1.02954
RIVER,River ecosystem,1.7204
RIVER,Biofilm,6.56457
RIVER,Lake ecosystem,0.397502
RIVER,Biodiversity,2.4321
RIVER,Carbon cycle,1.0359
RIVER,Retreat of glaciers since 1850,0.92768
RIVER,Climate change,2.62114
RIVER,Phytoplankton,2.0816
RIVER,Species diversity,0.585113
RIVER,Carbon dioxide,0.534331
RIVER,Experiment,1.13323
RIVER,Sediment,1.07008
RIVER,Sediment transport,0.385623
RIVER,Biogeochemistry,0.757759
RIVER,Bacteria,3.35332
RIVER,Ecosystem,4.26312
WIRE,Mathematical optimization,0.919534
WIRE,Wind farm,1.53773
HERUS,Empiricism,2.42547
HERUS,Resource,0.707481
HERUS,Renewable energy commercialization,0.91127
HERUS,Sustainable energy,2.18519
HERUS,Fundamental interaction,0.343721
HERUS,Social system,3.63147
HERUS,Fluid dynamics,0.478246
HERUS,Integrative psychotherapy,0.998143
HERUS,Analysis,4.48448
HERUS,Social ecological model,0.364251
HERUS,Innovation,1.52258
HERUS,Area,1.31983
HERUS,Organic matter,0.858708
HERUS,Climate change denial,0.619058
HERUS,Population density,0.747177
HERUS,Human rights,0.390235
HERUS,Heavy water,0.323591
HERUS,Complex adaptive system,0.506909
HERUS,Problem solving,1.74242
HERUS,Development,1.01399
HERUS,Interdisciplinarity,3.74415
HERUS,System dynamics,1.82959
HERUS,Water scarcity,1.00934
HERUS,Resource depletion,1.10878
HERUS,Energy management system,0.74323
HERUS,Energy demand management,0.799834
HERUS,Future,1.17558
HERUS,Pesticide application,1.4607
HERUS,Sewage sludge,1.08058
HERUS,Paper,0.635451
HERUS,Human impact on the environment,0.560467
HERUS,Infrastructure,0.343907
HERUS,Biophysical environment,1.76058
HERUS,Lorentz transformation,0.960266
HERUS,Sustainability,22.1194
HERUS,Agricultural land,1.24251
HERUS,Transport,1.18944
HERUS,Environmentalism,1.67609
HERUS,Overconsumption (economics),0.766305
HERUS,Theoretical physics,0.654117
HERUS,Management,0.760864
HERUS,Interaction (disambiguation),1.26505
HERUS,Metabolism,1.11569
HERUS,Theory of constraints,0.867236
HERUS,Sustainability measurement,2.04013
HERUS,Waste,3.13066
HERUS,Waste management,3.31124
HERUS,Climate change mitigation,0.339354
HERUS,Sustainable agriculture,0.908936
HERUS,Risk assessment,1.23314
HERUS,Glass transition,1.60415
HERUS,Carbon footprint,1.48811
HERUS,Logistic regression,1.23952
HERUS,Environmental issues,1.92014
HERUS,Demographic transition,0.707564
HERUS,Sociotechnical system,5.03495
HERUS,Knowledge economy,0.610176
HERUS,Phosphorus,3.11134
HERUS,Environmental impact assessment,1.81241
HERUS,Potential energy,0.733812
HERUS,Information system,0.589816
HERUS,Conceptual model,0.721806
HERUS,Construction,2.03314
HERUS,Project management,1.22736
HERUS,Knowledge,1.41109
HERUS,Risk,1.39832
HERUS,Potential,1.56187
HERUS,Parameter,0.814237
HERUS,Research,5.66589
HERUS,Renewable energy,2.88227
HERUS,Decision-making,4.66008
HERUS,Science,3.41726
HERUS,Switzerland,1.06551
HERUS,Scientific method,2.9122
HERUS,Solar System,2.06
HERUS,Climate change scenario,0.412887
HERUS,Space,1.68387
HERUS,Structuralism,0.502232
HERUS,Stability,0.506996
HERUS,Transdisciplinarity,6.26002
HERUS,Spectrum,0.473812
HERUS,Common-pool resource,0.66835
HERUS,Sustainable development,5.74336
HERUS,Technology,0.737764
HERUS,Ecological footprint,1.51285
HERUS,Transition metal,2.35076
HERUS,Tool,0.386679
HERUS,Empirical evidence,2.46353
HERUS,Theory,1.49543
HERUS,Geographic mobility,0.430557
HERUS,Circular economy,3.19935
HERUS,Socio-ecological system,0.889432
HERUS,Spatial analysis,0.983079
HERUS,Social network analysis,0.560951
HERUS,Water,1.47217
HERUS,Sustainable urbanism,0.64595
HERUS,Internal energy,0.826663
HERUS,Systemics,0.560277
HERUS,Ecological pyramid,0.691737
HERUS,Environment,0.561607
HERUS,Psychological resilience,0.813778
HERUS,Fertilizer,0.874699
HERUS,Complex system,0.932236
HERUS,Policy,1.9499
HERUS,Sustainable Development Goals,2.39291
HERUS,Quantitative research,1.58356
HERUS,Energy transition,7.97501
HERUS,Science and technology studies,0.519505
HERUS,Fender Wide Range,0.681773
HERUS,Zero-energy building,0.593638
HERUS,Systemic therapy (psychotherapy),0.337362
HERUS,Simulation,1.4352
HERUS,Social norm,2.2145
HERUS,Technical aspects of urban planning,0.568666
HERUS,Demand,1.2255
HERUS,Pesticide,5.85417
HERUS,Question,0.748204
HERUS,Socioeconomics,0.757834
HERUS,Climate change,1.97456
HERUS,Energy system,4.68427
HERUS,Impacts of tourism,0.358869
HERUS,Local government,0.443743
HERUS,Sustainable drainage system,0.525835
HERUS,Decentralized wastewater system,0.397971
HERUS,Concrete,1.28379
HERUS,City,0.459428
HERUS,Phase transition,0.773224
HERUS,Region,2.37483
HERUS,Natural environment,0.511823
HERUS,Goods,0.506996
HERUS,Electric potential,0.75147
HERUS,Experiment,0.747057
HERUS,Scenario planning,0.973868
HERUS,Life-cycle assessment,0.718861
HERUS,Surveying,0.428338
HERUS,Agriculture,5.91945
HERUS,Economy,0.529752
HERUS,Cluster analysis,0.494222
HERUS,Ecological systems theory,1.55365
HERUS,Material,2.81234
HERUS,Human,0.774518
HERUS,Recycling,4.29074
HERUS,Operationalization,0.745393
HERUS,Urban area,3.67357
HERUS,Developing country,5.70474
HERUS,Material flow analysis,5.71454
HERUS,Health,0.847014
HERUS,International relations,0.34857
HERUS,System,5.6632
HERUS,Dynamics,0.541155
HERUS,Dimension,0.871923
HERUS,Determinant,0.862888
HERUS,Design,0.757269
HERUS,Present,0.704211
HERUS,Phosphorus cycle,1.08774
HERUS,Dynamical system,0.363013
HERUS,Transition state theory,0.582609
HERUS,Economics,0.620521
HERUS,Structure,0.622116
HERUS,Empirical research,0.914481
HERUS,Energy security,0.630982
HERUS,Ecology,1.63514
HERUS,Ecosystem,2.96523
HERUS,Energy,3.80236
HERUS,Alps,0.608871
HERUS,Agent-based model,3.01854
HERUS,Mental model,2.10028
LTE,Precipitation,8.77516
LTE,Terrain,1.83332
ECOL,Upwelling,4.5423
ECOL,Fluid dynamics,1.24817
ECOL,Great Lakes,1.12362
ECOL,Climate change denial,0.488041
ECOL,Differential equation,0.412366
ECOL,Lake,2.37024
ECOL,Temperature,1.58382
ECOL,Western Europe,1.61483
ECOL,Winter,2.13387
ECOL,Confluence,0.689895
ECOL,Ocean current,0.83602
ECOL,Hypolimnetic aeration,0.624637
ECOL,Climate change,0.824596
ECOL,Field research,0.536267
ECOL,Electric current,0.474831
ECOL,Color temperature,0.670311
ECOL,Antikythera mechanism,0.357086
ECOL,Europe,0.301595
HERUS,Empiricism,0.624433
HERUS,Sustainable energy,1.22282
HERUS,Social system,0.89078
HERUS,Analysis,0.902926
HERUS,Energy management system,0.619358
HERUS,Lorentz transformation,0.753089
HERUS,Sustainability,2.27437
HERUS,Glass transition,0.766268
HERUS,Sociotechnical system,3.57284
HERUS,Knowledge,0.680949
HERUS,Research,1.05058
HERUS,Renewable energy,1.70299
HERUS,Decision-making,0.756197
HERUS,Solar System,0.633845
HERUS,Energy industry,0.611097
HERUS,Political sociology,0.648077
HERUS,Transition metal,0.823724
HERUS,Empirical evidence,3.02361
HERUS,Social network analysis,0.408581
HERUS,Internal energy,0.826663
HERUS,Psychological resilience,0.408581
HERUS,Nuclear and radiation accidents and incidents,0.64775
HERUS,Energy transition,7.33574
HERUS,Zero-energy building,0.397587
HERUS,Technical aspects of urban planning,0.4265
HERUS,Energy system,6.01762
HERUS,Energy supply,0.796664
HERUS,System,2.59342
HERUS,Empirical research,0.64542
HERUS,Energy,1.17444
CRYOS,Renewable energy commercialization,0.815513
CRYOS,Wind power in India,1.04231
CRYOS,Surface tension,0.35617
CRYOS,Large eddy simulation,1.91601
CRYOS,Hydropower,1.45352
CRYOS,Wind,0.804162
CRYOS,Wind speed,1.03984
CRYOS,Extreme environment,0.836854
CRYOS,Solar irradiance,1.02687
CRYOS,Transport,0.944686
CRYOS,Measurement,2.23351
CRYOS,Nuclear power plant,1.22259
CRYOS,Nuclear power,1.43478
CRYOS,Energy in Switzerland,0.58548
CRYOS,Renewable energy,7.49137
CRYOS,Switzerland,2.6784
CRYOS,Pumped-storage hydroelectricity,1.31858
CRYOS,Wind power,3.36401
CRYOS,Snow,2.09679
CRYOS,Spatial analysis,0.521884
CRYOS,Winter,0.506996
CRYOS,Variable renewable energy,0.611859
CRYOS,Solar panel,1.32105
CRYOS,Computer simulation,0.426586
CRYOS,Energy transition,1.14435
CRYOS,Time series,0.549749
CRYOS,Simulation,1.23831
CRYOS,Polar regions of Earth,0.773457
CRYOS,Surface,0.520153
CRYOS,Swiss Alps,1.57304
CRYOS,Terrain,1.30183
CRYOS,System,1.17021
CRYOS,Electricity generation,2.65108
CRYOS,Electricity,2.08302
CRYOS,Alps,0.74826
CEAT,Analysis,0.739058
CEAT,South Africa,1.17424
CEAT,Satellite navigation device,0.377433
CEAT,Sub-Saharan Africa,1.34764
CEAT,Environmental planning,1.76372
CEAT,Africa,1.22211
CEAT,Urbanization,1.61838
CEAT,Port-au-Prince,1.13922
CEAT,Urban sprawl,1.00026
CEAT,Urban area,0.567591
HERUS,Empiricism,1.91601
HERUS,Sustainability,10.5155
HERUS,Knowledge economy,1.00166
HERUS,Project management,1.22736
HERUS,Knowledge,2.18097
HERUS,Research,4.78071
HERUS,Science,2.84372
HERUS,Scientific method,3.31113
HERUS,Space,1.04618
HERUS,Transdisciplinarity,5.4584
HERUS,Sustainable development,2.72051
HERUS,Technology,0.449129
HERUS,Empirical evidence,0.986041
HERUS,Societal collapse,0.595942
HERUS,Policy,0.788924
HERUS,Sustainable Development Goals,1.01381
HERUS,Science and technology studies,0.519505
HERUS,Dynamics,0.634119
RIVER,Ecosystem service,0.482108
RIVER,Virus,1.36102
RIVER,Aquatic ecosystem,1.3241
RIVER,Microorganism,0.660328
RIVER,Biofilm,1.52079
RIVER,Climate change,0.84778
RIVER,Sediment,0.853066
RIVER,Ecosystem,2.72455
SLAB,Friction,2.07321
SLAB,Field experiment,0.673506
SLAB,Material point method,0.5431
SLAB,Snow leopard,1.15062
SLAB,System dynamics,0.485911
SLAB,Finite element method,4.45254
SLAB,Mechanics,0.418268
SLAB,Pressure,0.72154
SLAB,Power law,1.67527
SLAB,Parameter,1.95827
SLAB,Quantum mechanics,0.598002
SLAB,Accounting,0.512719
SLAB,Snow,9.82244
SLAB,Spatial analysis,0.970587
SLAB,Simulation,4.61697
SLAB,Blood pressure,0.630416
SLAB,Experiment,4.076
SLAB,Discrete element method,1.50548
SLAB,Avalanche,47.913
LBE,Volatile organic compound,0.739153
LBE,Cellular respiration,0.503416
LBE,Drug metabolism,0.344774
LBE,Genome,0.354164
LBE,Persistent organic pollutant,0.845828
LBE,Flavin adenine dinucleotide,0.473659
LBE,Regulation,0.575314
LBE,Metabolism,2.61978
LBE,Physiology,0.75589
LBE,Protein,1.07534
LBE,Sulfur-reducing bacteria,0.429345
LBE,Electron donor,1.2108
LBE,Electron acceptor,2.99084
LBE,Gene,1.40889
LBE,Anaerobic respiration,0.764407
LBE,Energy conservation,0.952607
LBE,Identification,0.466819
LBE,Microbial metabolism,0.506793
LBE,Proteomics,4.08639
LBE,Conservation of energy,0.523555
LBE,Anaerobic exercise,0.44797
LBE,Bacteria,2.11634
LBE,Electron transport chain,2.99242
LBE,Enzyme,0.372955
CRYOS,Climate change denial,0.960027
CRYOS,Future,1.15809
CRYOS,"21st century",0.750266
CRYOS,Aquatic ecosystem,0.657956
CRYOS,Alpine tundra,0.912297
CRYOS,Temperature,0.856973
CRYOS,Climate change mitigation,0.536624
CRYOS,Switzerland,1.51423
CRYOS,Climate change scenario,2.08082
CRYOS,Snow,1.27917
CRYOS,River ecosystem,0.467713
CRYOS,Climate change,3.32953
CRYOS,Sea surface temperature,1.78243
CRYOS,Indian Ocean,0.33598
CRYOS,Southern Ocean,0.866032
ECOL,Heat exchanger,1.54957
ECOL,Gas exchange,0.402638
CRYOS,Snow,2.30996
CRYOS,Arctic,2.24818
CRYOS,Glacier mass balance,0.589856
CRYOS,Snow,5.32531
CRYOS,Arctic,2.7363
EERL,Volatile organic compound,1.31214
EERL,Emission,1.00857
EERL,Air pollution,4.71077
EERL,Polar night,1.19499
EERL,Analysis,1.1119
EERL,Greenhouse effect,0.925142
EERL,Glacier,1.03659
EERL,Organic matter,1.56048
EERL,Climate change denial,0.485131
EERL,Climate change in the Arctic,0.406067
EERL,Absorption (electromagnetic radiation),0.465879
EERL,Persistent organic pollutant,0.540841
EERL,Polar amplification,0.848189
EERL,Indian Ocean,1.13352
EERL,Trace gas,2.71794
EERL,Iodine,1.06127
EERL,Ammonium sulfate,0.58923
EERL,Ultrafine particle,0.698277
EERL,General circulation model,0.512589
EERL,Wind speed,4.03949
EERL,Solar irradiance,0.820746
EERL,Sustainability,0.848963
EERL,Ocean,2.13548
EERL,Arctic Ocean,7.74505
EERL,Gas,1.1244
EERL,Measurement,4.44911
EERL,Mass,1.4088
EERL,Air quality index,0.843279
EERL,Cloud computing,1.07167
EERL,Interaction (disambiguation),0.743002
EERL,Ionizing radiation,0.594308
EERL,Atmosphere of Earth,1.01201
EERL,Southern Ocean,4.06271
EERL,Temperature,0.788235
EERL,North America,1.2059
EERL,Climate change mitigation,2.14853
EERL,Subatomic particle,0.770427
EERL,Number density,0.391794
EERL,Negative feedback,0.584848
EERL,Greenhouse gas,1.53906
EERL,Normal distribution,0.435786
EERL,Ground-level ozone,0.502598
EERL,Nature,0.677124
EERL,Chemical potential,0.313947
EERL,Earth system science,1.10729
EERL,Natural gas,1.28393
EERL,Dimethyl sulfide,0.829654
EERL,Observation,0.965502
EERL,Ozone,1.84393
EERL,Remote sensing,2.06149
EERL,Atmospheric methane,0.774642
EERL,Environmental issues,0.633851
EERL,Sea salt,0.758554
EERL,Particle physics,0.624473
EERL,Light-year,0.394062
EERL,Python (programming language),0.479177
EERL,Knowledge,1.42104
EERL,Polar bear,0.49181
EERL,Creative Commons license,2.07613
EERL,Pollution,2.16085
EERL,Sea spray,1.10504
EERL,Air mass,1.80906
EERL,Climate change feedback,0.828461
EERL,Sulfur,0.648822
EERL,Snow,2.39373
EERL,Mass spectrometry,2.22532
EERL,Sulfuric acid,3.36088
EERL,Summer,1.30047
EERL,Sustainable development,0.749888
EERL,Particle,4.13145
EERL,Particulates,2.31561
EERL,Water pollution,0.350902
EERL,Ice nucleus,0.605579
EERL,Sea ice,3.12587
EERL,Chemical kinetics,0.430626
EERL,Arctic,13.4861
EERL,Emissions trading,0.764964
EERL,Atmospheric dispersion modeling,0.989287
EERL,Black carbon,5.7162
EERL,Albedo,1.89028
EERL,Arctic Circle,1.53018
EERL,Value (ethics and social sciences),0.431825
EERL,Troposphere,1.71355
EERL,Atmospheric circulation,0.937858
EERL,Simulation,0.388695
EERL,Satellite temperature measurements,1.15663
EERL,Cloud seeding,0.593956
EERL,Hellenistic period,0.35716
EERL,Polar regions of Earth,1.30472
EERL,Globalization,0.41389
EERL,Radiative forcing,3.79804
EERL,Instrumentation,0.387962
EERL,Atmospheric pressure,1.01445
EERL,Cirrus cloud,0.670841
EERL,Cloud,3.78171
EERL,Cloud forcing,0.373623
EERL,Condensation,3.11864
EERL,Particulate organic matter,0.722711
EERL,Climate change,5.33396
EERL,Sulfur dioxide,1.15152
EERL,Pelagic zone,0.590365
EERL,Tibetan Plateau,0.80971
EERL,Region,1.52877
EERL,Biogenic substance,0.524715
EERL,Cloud condensation nuclei,10.4812
EERL,Dimethyl sulfoxide,0.502678
EERL,Aerosol,15.5727
EERL,Aerosol spray dispenser,3.02673
EERL,Altitude,1.0664
EERL,Climate,5.03352
EERL,Mosaic,0.844994
EERL,Noise pollution,0.655722
EERL,Atmospheric chemistry,2.3927
EERL,Mineral dust,0.676649
EERL,Cloud physics,0.63749
EERL,Health,1.15768
EERL,System,1.71182
EERL,Sulfate,2.73202
EERL,Aircraft,1.29258
EERL,Sea surface temperature,0.686212
EERL,Planetary boundary layer,1.00281
EERL,Earth's energy budget,1.26599
EERL,Chemical substance,1.3686
EERL,Alps,0.417909
LAPI,Volatile organic compound,9.31073
LAPI,Emission,4.01441
LAPI,Log-normal distribution,0.810092
LAPI,Impact factor,2.81139
LAPI,Impact,3.04198
LAPI,Air pollution,8.54147
LAPI,Fluid dynamics,0.840933
LAPI,Development studies,1.62235
LAPI,Surface tension,6.34199
LAPI,Analysis,2.69387
LAPI,Hygroscopy,7.968
LAPI,Bioaerosol,2.04906
LAPI,Particle-size distribution,9.1176
LAPI,Water potential,2.30139
LAPI,Athens,1.80588
LAPI,Nanoparticle,1.50201
LAPI,Greenhouse effect,3.65063
LAPI,Organic matter,7.13408
LAPI,Climate change denial,1.45548
LAPI,Crystallization,0.552928
LAPI,Soil organic matter,2.61293
LAPI,Surfactant,4.58779
LAPI,Hydrology,0.726904
LAPI,Ammonia,4.37325
LAPI,Absorption (electromagnetic radiation),0.848051
LAPI,Particle size,5.05775
LAPI,Persistent organic pollutant,0.910928
LAPI,Amine,1.33427
LAPI,Alkalinity,0.787144
LAPI,Heterogeneous catalysis,0.705858
LAPI,Heavy water,1.87309
LAPI,Molar mass,0.906278
LAPI,Temperature gradient,1.15801
LAPI,Activity coefficient,1.37946
LAPI,Nonlinear system,1.02383
LAPI,Inorganic chemistry,2.25489
LAPI,Chemical property,3.7436
LAPI,Iron,1.5098
LAPI,Adverse effect,0.939947
LAPI,Ice,1.10363
LAPI,Numerical weather prediction,1.33781
LAPI,Ammonium sulfate,4.46188
LAPI,Non-methane volatile organic compound,0.73316
LAPI,Cloud cover,1.52475
LAPI,Dust,7.75166
LAPI,Ageing,1.31707
LAPI,General circulation model,2.80228
LAPI,Wind speed,1.92562
LAPI,High-performance liquid chromatography,0.880733
LAPI,Human impact on the environment,1.85448
LAPI,Laboratory,1.11086
LAPI,Climate sensitivity,1.35622
LAPI,Chemical transport model,1.9917
LAPI,Liquid crystal,2.04883
LAPI,Transport,1.69913
LAPI,Critical micelle concentration,0.888773
LAPI,Water content,2.67787
LAPI,Ocean,6.39787
LAPI,Ion,1.48486
LAPI,Geometry,0.875039
LAPI,Mexico City,2.34846
LAPI,Liquid,1.00466
LAPI,Gas,3.31112
LAPI,Mediterranean Sea,4.00867
LAPI,Measurement,12.5628
LAPI,Mass,2.22016
LAPI,Mineral,2.03743
LAPI,Biomass briquettes,2.15617
LAPI,Total organic carbon,1.85663
LAPI,Air quality index,5.47189
