id,collection,dc.contributor.author,dc.contributor.editor,dc.contributor.supervisor,dc.date.accessioned,dc.date.available,dc.date.issued,dc.date.published,dc.description.abstract,dc.format,dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.olduri,dc.identifier.other,dc.identifier.uri,dc.language.iso,dc.publisher,dc.relation.isnodouble,dc.rights.license,dc.rights.uri,dc.subject,dc.title,dc.title.alternative,dc.type,ethz.availability,ethz.book.title,ethz.code.ddc,ethz.date.deposited,ethz.date.embargoend,ethz.ecitpid,ethz.ecolpid,ethz.eth,ethz.event,ethz.event.date,ethz.event.location,ethz.grant,ethz.grant.agreementno,ethz.grant.funderDoi,ethz.grant.fundername,ethz.grant.program,ethz.identifier.diss,ethz.identifier.importid,ethz.identifier.nebis,ethz.identifier.scopus,ethz.identifier.url,ethz.identifier.wos,ethz.journal.abbreviated,ethz.journal.issue,ethz.journal.title,ethz.journal.volume,ethz.leitzahl,ethz.leitzahl.certified,ethz.leitzahlIdentifiers,ethz.leitzahlIdentifiers.certified,ethz.notes,ethz.pages.end,ethz.pages.start,ethz.publication.place,ethz.publication.status,ethz.relation.cites,ethz.relation.isCitedBy,ethz.relation.isPartOf,ethz.relation.isReferencedBy,ethz.relation.isSourceOf,ethz.relation.isVariantFormOf,ethz.relation.references,ethz.rosetta.exportRequired,ethz.rosetta.installDate,ethz.rosetta.lastUpdated,ethz.rosetta.versionExported,ethz.size,ethz.source,ethz.tag,ethz.title.subtitle,ethz.version.deposit
"164542","20.500.11850/3","Mignan, Arnaud||Scolobig, Anna||Sauron, Anne",,,"2017-06-19T16:14:32Z","2017-06-19T16:14:32Z","2016",,,,,,"0965-3562",,"10.1108/DPM-06-2015-0137","http://hdl.handle.net/20.500.11850/164641","en","Emerald Publishing Limited",,,,"Questionnaire||Critical thinking||Transformative learning||Cascading hazards||Hazard correlation matrix||Reasoned imagination","Using reasoned imagination to learn about cascading hazards: A pilot study",,"Journal Article","Metadata only",,,"2017-06-19T16:15:37Z",,"pub:189096",,"yes",,,,,,,,,,"imp5936551ed8aa911704","004277098",,,,,"3","Disaster Prevention and Management","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"344","329","Bingley","published",,,,,,,,,"2017-07-31T17:12:19Z","2018-11-05T12:39:51Z","true",,"ECIT",,,
"232489","20.500.11850/3","Ejderyan, Olivier||Carabias-Hütter, Vincente||Kläy, Andreas||Moschitz, Heidrun",,,"2018-04-25T08:05:31Z","2018-04-25T08:01:59Z||2018-04-25T08:05:31Z","2016","2016-01-01",,,,,"0940-5550","http://hdl.handle.net/20.500.11850/220510||http://hdl.handle.net/20.500.11850/128810","10.14512/gaia.25.4.17","http://hdl.handle.net/20.500.11850/260444","en","Oekom",,,,"Inter-sectorality||Legitimacy||Participation||Stakeholders||Sustainable development","Stakeholder dialogue for sustainability: The challenge of thinking between boxes",,"Journal Article","Metadata only",,,"2017-06-12T19:59:40Z",,"pub:191738",,"yes",,,,,,,,,,"imp593655489e32819145","010842749","85011976744",,"000393127500016","Gaia","4","GAIA - Ecological Perspectives for Science and Society","25","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02351","02351",,"301","299","München","published",,,,,,,,,"2018-04-25T08:02:03Z","2021-02-14T23:26:58Z","true",,"ECIT||FORM",,,
"126911","20.500.11850/22","Bresch, David N.",,,"2017-06-12T19:05:52Z","2017-06-12T19:05:52Z","2016",,"Uncertainty and risk of climate change: from probabilistic damage calculation to the economics of climate adaptation – shaping climate resilient development. The open-source and open-access tool. Using state-of-the-art probabilistic modelling climada allows to estimate the expected economic damage as a measure of risk today, the incremental increase from economic growth and the further incremental increase due to climate change. The economics of climate adaptation methodology as implemented in climada provides decision makers with a fact base to understand the impact of climate on their economies, including cost/benefit perspectives on specific risk reduction measures.",,,,,,,"http://hdl.handle.net/20.500.11850/126944","en",,,,,,"climada Manual 2016",,"Working Paper","Metadata only",,,"2017-06-12T19:06:12Z",,"pub:189739",,"yes",,,,,,,,,,"imp593655286493055110",,,"https://github.com/davidnbresch/climada",,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09576 - Bresch, David Niklaus / Bresch, David Niklaus","09576","09576",,,,,"published",,"10.3929/ethz-b-000398592",,,,,,,"2017-07-13T12:35:35Z","2018-11-03T01:57:24Z","true","70 p.","ECIT",,,
"127683","20.500.11850/9","Wilkes-Allemann, Jerylee||Pütz, Marco||Hirschi, Christian",,,"2017-06-12T19:24:04Z","2017-06-12T19:24:04Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/127716","en",,,,,,"Governance of Forest Recreation in Urban Areas: Analysing the role of stakeholders and institutions using the institutional analysis and development framework",,"Conference Poster","Metadata only",,,"2017-06-12T19:24:36Z",,"pub:190587",,"yes","1st International Forest Policy Meeting 2016","March 16-18, 2016","Hannoversch Münden, Germany",,,,,,,"imp5936553419ed832442",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,"8",,"unpublished",,,,,,,,,"2017-07-13T13:59:32Z","2018-11-03T02:24:22Z","true","1 p.","ECIT",,,
"292121","20.500.11850/16","Baltensperger, Tobias",,"Lygeros, John||Egging, Ruud||Füchslin, Rudolf M.||Krütli, Pius","2019-05-03T11:12:44Z","2017-06-12T04:16:11Z||2017-08-30T13:19:36Z||2017-10-12T10:06:44Z||2019-05-03T11:12:44Z","2016","2016",,"application/pdf","10.3929/ethz-a-010630663","978-3-906327-24-2",,,,"http://hdl.handle.net/20.500.11850/115203","en","ETH Zurich",,"In Copyright - Non-Commercial Use Permitted","http://rightsstatements.org/page/InC-NC/1.0/","ENERGIEHANDEL + ENERGIEMARKT (ENERGIEWIRTSCHAFT)||REGION OF THE EUROPEAN UNION||ENERGY TRADE + ENERGY MARKET (ENERGY INDUSTRY)||ERDGAS (BRENNSTOFFTECHNOLOGIE)||MODELING OF SPECIFIC ASPECTS OF THE ECONOMY (OPERATIONS RESEARCH)||REGION DER EUROPÄISCHEN UNION||MODELLIERUNG SPEZIFISCHER PROBLEME DER WIRTSCHAFT (OPERATIONS RESEARCH)||NATURAL GAS (FUEL TECHNOLOGY)","Market power in natural gas markets",,"Doctoral Thesis","Open access",,"DDC - DDC::3 - Social sciences::330 - Economics||DDC - DDC::5 - Science::510 - Mathematics","2017-06-12T04:17:33Z","2019-04-28","pub:177021","eth:48916","yes",,,,,,,,,"22959","imp59366b8cac47251172||imp5936544f0b27281736","010630663",,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02140 - Dep. Inf.technologie und Elektrotechnik / Dep. of Inform.Technol. Electrical Eng.::02650 - Institut für Automatik / Automatic Control Laboratory::03751 - Lygeros, John / Lygeros, John||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02140 - Dep. Inf.technologie und Elektrotechnik / Dep. of Inform.Technol. Electrical Eng.::02650 - Institut für Automatik / Automatic Control Laboratory::03751 - Lygeros, John / Lygeros, John||ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::02351 - TdLab / TdLab","02350||03751||02351","03751||02351",,,,"Zurich","published",,,,,,,,,"2017-07-26T20:49:27Z","2021-02-15T04:28:12Z","true","134 p.","ECOL||ECIT",,,
"124745","20.500.11850/3","Lieberherr, Eva||Fuenfschilling, Lea",,,"2017-06-12T17:46:26Z","2017-06-12T17:46:26Z","2016-01",,,,,,"0263-774X||1472-3425",,"10.1177/0263774x15625994","http://hdl.handle.net/20.500.11850/124778","en","Pion",,,,"Neoliberalism||Urban water||Water characteristics||Sustainability||Industrialised countries","Neoliberalism and sustainable urban water sectors: A critical reflection of sector characteristics and empirical evidence",,"Journal Article","Metadata only",,,"2017-06-12T17:46:53Z",,"pub:187317",,"yes",,,,,,,,,,"imp593655042642740602","010621840",,,"000389583500009",,"8","Environment and Planning C: Government and Policy","34","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"1555","1540","London","published",,,,,,,,,"2017-07-14T17:38:01Z","2020-02-14T17:42:14Z","true",,"ECIT",,,
"123365","20.500.11850/8","Wilkes-Allemann, Jerylee||Lieberherr, Eva",,,"2017-06-12T16:58:02Z","2017-06-12T16:58:02Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/123398","en","EFICEEC - EFISEE",,,,,"Stakeholder perceptions of Swiss forest policy: an analysis of the Swiss forestry sector",,"Conference Paper","Metadata only","Forest Ownership Changes in Europe: Trends, Issues, and Needs for Action: Final Conference of the COST Action FP1201 FACESMAP: Book of Abstracts",,"2017-06-12T16:58:26Z",,"pub:185791",,"yes","Facesmap Final Conference","September 7-8, 2016","Vienna, Austria",,,,,,,"imp593654eb99efa96242",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"59","55","Wien","published",,,,,,,,,"2017-07-18T18:50:11Z","2020-02-14T17:34:22Z","true",,"ECIT",,,
"123488","20.500.11850/21","Alfthan, B.||Semernya, L.||Ramola, A.||Adler, Carolina||Peñaranda, L.F.||Andresen, M.||Rucevska, I.||Jurek, M.||Schoolmeester, T.||Baker, E.||Hauer, W.||Memon, M.",,,"2017-06-12T17:00:41Z","2017-06-12T17:00:41Z","2016",,,,,"978-82-7701-158-5",,,,"http://hdl.handle.net/20.500.11850/123521","en","UNEP ; GRID-Arenal ; ISWA",,,,,"Waste Management Outlook for Mountain Regions – Sources and Solutions",,"Report","Metadata only",,,"2017-06-12T17:00:53Z",,"pub:185921",,"yes",,,,,,,,,,"imp593654ed55bf761152",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::08804 - Environmental Philosophy","08804","08804",,,,"Nairobi ; Arendal ; Vienna","published",,,,,,,,,"2017-07-26T06:43:24Z","2018-11-03T00:52:26Z","true","90 p.","ECIT",,,
"123364","20.500.11850/10","Wilkes-Allemann, Jerylee",,,"2017-06-12T16:58:02Z","2017-06-12T16:58:02Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/123397","en","Universität Bern",,,,,"Governance of forest recreation: the challenge of managing forest recreation in urban forest areas",,"Other Conference Item","Metadata only","Commons in a ""Glocal"" World: Global Connections and Local Responses: IASC Regional Conference (Europe) 2016, Bern, Switzerland",,"2017-06-12T16:58:26Z",,"pub:185790",,"yes","IASC European Regional Conference","May 10-13, 2016","Bern, Switzerland",,,,,,,"imp593654eb988ba50690",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,"155","154","Bern","published",,,,,,,,,"2017-07-15T21:14:37Z","2018-11-03T00:50:46Z","true",,"ECIT",,,
"126341","20.500.11850/10","Fraser, Arabella P.||Pelling, Mark||Scolobig, Anna||Mavrogenis, Stavros",,,"2017-06-12T18:28:24Z","2017-06-12T18:28:24Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/126374","en","Adaptation Futures 2016",,,,,"Adapting to risk under austerity in Europe: Greek and Italian cases",,"Other Conference Item","Metadata only","Adaptation Futures 2016. Science Abstracts",,"2017-06-12T18:28:30Z",,"pub:189103",,"yes","41th International Climate Change Adaptation Conference: Adaptation Futures 2016","May 10-13, 2016","Rotterdam, Netherland",,,,,,,"imp5936551f0500b19975",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.","09451","09451",,"300","299","Rotterdam","published",,,,,,,,,"2017-07-15T15:11:11Z","2018-11-03T01:37:47Z","true",,"ECIT",,,
"228041","20.500.11850/10","Dupuis, Johann||Schweizer, Rémi",,,"2018-03-28T14:01:42Z","2017-06-12T17:22:28Z||2018-03-28T14:01:42Z","2016",,,,,,,,,"http://hdl.handle.net/20.500.11850/124241","en","ETH Zurich",,,,,"Climate pushers or symbolic leaders? The limits to climate leadership by food retailers",,"Other Conference Item","Metadata only",,,"2017-06-12T17:23:24Z",,"pub:186696",,"yes","INOGOV Workshop ""Pioneers and leaders in polycentric climate governance (PiLePoC 2016)","September 15-16, 2016","Hull, United Kingdom",,,,,,,"imp593654f9e271e94195",,,,,,,,,"ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693","WG1",,,"Zurich","unpublished",,,,,,,,,"2018-03-28T14:01:46Z","2018-11-06T17:14:15Z","true",,"ECIT",,,
"228050","20.500.11850/9","Schweizer, Rémi",,,"2018-03-28T14:14:22Z","2017-06-12T17:22:27Z||2018-03-28T14:14:22Z","2016",,"The poster presents the results of a project conducted as part of the National Research Program 69 on “Healthy Nutrition and Sustainable Food Production”. Considering citizen-consumers involvement as a key to the economic success and political legitimacy of sustainable food systems, the project analyses how these actors, as individuals or organized groups, actually affect decision processes in Switzerland. By exploring who is involved in food governance, how and why, the research unveils a paradox in the codetermination rights of citizen-consumers in the decisionmaking processes related to sustainable food systems. On the one hand, their preferences are constantly put forward and the organisations defending their interests are increasingly consulted. Consumer willingness to pay for regional and ecological products justify many decisions made by political and economic stakeholders, and the literature underlines their growing role in explaining the direction undertaken by agro-food systems. The empirical research conducted as part of the project provides, however, a more nuanced picture. Based on four in-depth case studies located in Switzerland (Swissness legislation, carbon labelling, organic farming, and the development of a public trademark in Geneva), the results highlight the intrinsic complexity of food governance, the diversity of the actors involved, and the asymmetry of power between them. They show how citizen-consumers’ influence remains actually quite small once discussions become technical or crucial economic challenges are addressed. Consumer preferences, as well as the organisations defending their interests, still have a limited influence in a closed and unequal decision-making system.",,,,,,,"http://hdl.handle.net/20.500.11850/124240","en","ETH Zurich",,,,,"The access of citizen-consumers to Swiss agro-food decision processes: often called upon, rarely influential",,"Conference Poster","Metadata only","Proceedings of the 2016 World Food System Center Annual Symposium",,"2017-06-12T17:23:24Z",,"pub:186695",,"yes","World Food System Center Annual Symposium","November 4, 2016","Zurich, Switzerland",,,,,,,"imp593654f9e0dbd62959",,,,,,,,"1","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","ETH Zürich::00002 - ETH Zürich::00012 - Lehre und Forschung::00007 - Departemente::02350 - Dep. Umweltsystemwissenschaften / Dep. of Environmental Systems Science::02723 - Institut für Umweltentscheidungen / Institute for Environmental Decisions::09451 - Patt, Anthony G. / Patt, Anthony G.::08693 - Gruppe Natural Resource Policy / Natural Resource Policy","08693","08693",,,"42","Zurich","published",,,,,,,,,"2017-07-12T21:27:41Z","2018-03-28T14:14:27Z","true","1 p.","ECIT",,,
